text,target,len,is_spam,text_clean
Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,0,83,0,"['oi', 'ami', 'parchi', 'na', 'kichu', 'kaj', 'korte', 'icha', 'korche', 'na', 'phone', 'ta', 'tul', 'na', 'plz', 'plz']"
Where can download clear movies. Dvd copies.,0,44,0,"['download', 'clear', 'movie', 'dvd', 'copy']"
"Yep, by the pretty sculpture",0,28,0,"['yep', 'prety', 'sculpture']"
Convey my regards to him,0,24,0,"['convey', 'regard']"
Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,0,67,0,"['watch', 'surya', 'movie', 'pm', 'vijay', 'movie', 'pokiri']"
You tell what happen dont behave like this to me. Ok no need to say,0,67,0,"['tel', 'hapen', 'dont', 'behave', 'like', 'ok', 'ned', 'say']"
Can u get pic msgs to your phone?,0,33,0,"['u', 'get', 'pic', 'msg', 'phone']"
Send to someone else :-),0,24,0,"['send', 'someone', 'else']"
Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,0,119,0,"['wat', 'make', 'people', 'dearer', 'de', 'hapines', 'dat', 'u', 'fel', 'u', 'meet', 'de', 'pain', 'u', 'fel', 'u', 'mi', 'dem']"
For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,0,910,0,"['love', 'start', 'atraction', 'fel', 'ned', 'every', 'time', 'around', 'first', 'thing', 'come', 'thought', 'would', 'start', 'day', 'end', 'every', 'time', 'dream', 'love', 'wil', 'every', 'breath', 'name', 'life', 'hapen', 'around', 'life', 'wil', 'name', 'would', 'cry', 'wil', 'give', 'al', 'hapines', 'take', 'al', 'sorows', 'wil', 'ready', 'fight', 'anyone', 'wil', 'love', 'wil', 'crazy', 'thing', 'love', 'wil', 'prove', 'anyone', 'girl', 'beautiful', 'lady', 'whole', 'planet', 'wil', 'always', 'sing', 'praise', 'love', 'wil', 'start', 'make', 'chicken', 'cury', 'end', 'making', 'sambar', 'life', 'wil', 'beautiful', 'wil', 'get', 'every', 'morning', 'thank', 'god', 'day', 'would', 'like', 'say', 'lot', 'wil', 'tel', 'later']"
"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",0,158,0,"['fr', 'ndship', 'like', 'nedle', 'clock', 'though', 'v', 'r', 'clock', 'v', 'r', 'nt', 'able', 'met', 'evn', 'v', 'meet', 'itz', 'second', 'bt', 'v', 'alwys', 'stay', 'conected', 'gud']"
I don't think he has spatula hands!,0,35,0,"['think', 'spatula', 'hand']"
You can never do NOTHING,0,24,0,"['never', 'nothing']"
You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p pеЈ3.99,1,153,1,"['award', 'sipix', 'digital', 'camera', 'cal', 'landline', 'delivery', 'within', 'day', 'cs', 'box', 'bp', 'yr', 'waranty', 'pm', 'p', 'p']"
Goodmorning today i am late for  &lt;DECIMAL&gt; min.,0,53,0,"['godmorning', 'today', 'late', 'lt', 'decimal', 'gt', 'min']"
WIN URGENT! Your mobile number has been awarded with a еЈ2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,1,147,1,"['win', 'urgent', 'mobile', 'number', 'ben', 'award', 'prize', 'guaranted', 'cal', 'land', 'line', 'claim', 'valid', 'hr', 'pm']"
Please da call me any mistake from my side sorry da. Pls da goto doctor.,0,72,0,"['please', 'da', 'cal', 'mistake', 'side', 'sory', 'da', 'pls', 'da', 'goto', 'doctor']"
Where r we meeting?,0,19,0,"['r', 'meting']"
"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",0,188,0,"['wel', 'weather', 'cali', 'great', 'complexity', 'great', 'ned', 'car', 'move', 'frely', 'tax', 'outrageous', 'al', 'al', 'great', 'place', 'sad', 'part', 'mising', 'home']"
Now only i reached home. . . I am very tired now. . I will come tomorro,0,71,0,"['reach', 'home', 'tire', 'wil', 'come', 'tomoro']"
Ryder unsold.now gibbs.,0,23,0,"['ryder', 'unsold', 'gib']"
Dear Subscriber ur draw 4 еЈ100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,1,142,1,"['dear', 'subscriber', 'ur', 'draw', 'gift', 'voucher', 'wil', 'b', 'enter', 'receipt', 'corect', 'ans', 'elvis', 'presley', 'birthday', 'txt', 'answer']"
Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,0,160,0,"['fret', 'l', 'buy', 'ovulation', 'test', 'strip', 'send', 'wont', 'get', 'til', 'like', 'march', 'send', 'postal', 'adres', 'u', 'l', 'alright', 'okay']"
NO GIFTS!! You trying to get me to throw myself off a cliff or something?,0,73,0,"['gift', 'try', 'get', 'throw', 'clif', 'something']"
Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,0,106,0,"['ben', 'ne', 'thing', 'interesting', 'god', 'birthday', 'u', 'wrking', 'nxt', 'start', 'uni', 'today']"
You busy or can I come by at some point and figure out what we're doing tomorrow,0,80,0,"['busy', 'come', 'point', 'figure', 'tomorow']"
"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",0,105,0,"['yeah', 'go', 'bore', 'depresed', 'sitin', 'waitin', 'phone', 'ring', 'hope', 'wind', 'drop', 'though', 'scary']"
Black shirt n blue jeans... I thk i c М_...,0,43,0,"['black', 'shirt', 'n', 'blue', 'jean', 'thk', 'c']"
Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,0,68,0,"['aiyah', 'sory', 'lor', 'watch', 'tv', 'watch', 'forget', 'check', 'phone']"
Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,1,159,1,"['mesage', 'important', 'information', 'user', 'today', 'lucky', 'day', 'find', 'log', 'onto', 'htp', 'w', 'urawiner', 'com', 'fantastic', 'surprise', 'awaiting']"
on hen night. Going with a swing,0,32,0,"['hen', 'night', 'go', 'swing']"
"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",0,159,0,"['god', 'afternon', 'love', 'go', 'day', 'wake', 'early', 'online', 'wait', 'hm', 'italian', 'boy', 'online', 'se', 'grin']"
From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,0,140,0,"['someone', 'smoke', 'every', 'time', 'smoke', 'last', 'two', 'weks', 'caling', 'texting', 'want', 'smoke']"
No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),0,101,0,"['l', 'get', 'headache', 'try', 'figure', 'u', 'trust', 'math', 'promise']"
S s..first time..dhoni rocks...,0,31,0,"['first', 'time', 'dhoni', 'rock']"
Ok ill tell the company,0,23,0,"['ok', 'il', 'tel', 'company']"
"Awesome, think we can get an 8th at usf some time tonight?",0,58,0,"['awesome', 'think', 'get', 'th', 'usf', 'time', 'tonight']"
So that means you still think of teju,0,37,0,"['mean', 'stil', 'think', 'teju']"
"No I'm good for the movie, is it ok if I leave in an hourish?",0,61,0,"['god', 'movie', 'ok', 'leave', 'hourish']"
No no:)this is kallis home ground.amla home town is durban:),0,60,0,"['kali', 'home', 'ground', 'amla', 'home', 'town', 'durban']"
So lets make it saturday or monday as per convenience.,0,54,0,"['let', 'make', 'saturday', 'monday', 'per', 'convenience']"
Hey... What time is your driving on fri? We go for evaluation on fri?,0,69,0,"['hey', 'time', 'drive', 'fri', 'go', 'evaluation', 'fri']"
"449050000301 You have won a еЈ2,000 price! To claim, call 09050000301.",1,70,1,"['price', 'claim', 'cal']"
I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,0,72,0,"['go', 'lunch', 'wif', 'family', 'aft', 'dat', 'go', 'str', 'orchard', 'lor']"
"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",1,156,1,"['bore', 'speed', 'date', 'try', 'spedchat', 'txt', 'spedchat', 'like', 'em', 'txt', 'swap', 'get', 'new', 'chater', 'chat', 'pobox', 'w', 'wq', 'p', 'msg', 'rcd']"
Cancel cheyyamo?and get some money back?,0,40,0,"['cancel', 'cheyamo', 'get', 'money', 'back']"
Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,1,153,1,"['want', 'anytime', 'network', 'min', 'text', 'new', 'video', 'phone', 'five', 'pound', 'per', 'wek', 'cal', 'reply', 'delivery', 'tomorow']"
Ok.ok ok..then..whats ur todays plan,0,36,0,"['ok', 'ok', 'ok', 'whats', 'ur', 'today', 'plan']"
Good morning princess! How are you?,0,35,0,"['god', 'morning', 'prince']"
Aiyar sorry lor forgot 2 tell u...,0,34,0,"['aiyar', 'sory', 'lor', 'forget', 'tel', 'u']"
For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,1,156,1,"['take', 'part', 'mobile', 'survey', 'yesterday', 'text', 'use', 'however', 'wish', 'get', 'txts', 'send', 'txt', 'c', 'w', 'txt', 'com', 'p']"
Not tonight mate. Catching up on some sleep. This is my new number by the way. ,0,79,0,"['tonight', 'mate', 'catch', 'slep', 'new', 'number', 'way']"
"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay",0,114,0,"['height', 'oh', 'shit', 'situation', 'guy', 'throw', 'luv', 'leter', 'gal', 'fals', 'brother', 'head', 'who', 'gay']"
Ur HMV Quiz cash-balance is currently еЈ500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,1,105,1,"['ur', 'hmv', 'quiz', 'cash', 'balance', 'curently', 'maximize', 'ur', 'cash', 'send', 'hmv', 'p', 'msg']"
"So check your errors and if you had difficulties, do correction.",0,64,0,"['check', 'erors', 'dificulties', 'corection']"
Howz pain?hope u r fine..,0,25,0,"['howz', 'pain', 'hope', 'u', 'r', 'fine']"
"Sorry, I'll call later",0,22,0,"['sory', 'l', 'cal', 'later']"
Good morning princess! How are you?,0,35,0,"['god', 'morning', 'prince']"
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",0,156,0,"['enter', 'cabin', 'pa', 'say', 'hapy', 'b', 'day', 'bos', 'felt', 'special', 'askd', 'lunch', 'lunch', 'invite', 'apartment', 'go']"
U wake up already? Thanx 4 e tau sar piah it's quite nice.,0,58,0,"['u', 'wake', 'already', 'thanx', 'e', 'tau', 'sar', 'piah', 'quite', 'nice']"
K do I need a login or anything,0,31,0,"['k', 'ned', 'login', 'anything']"
Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,1,120,1,"['dont', 'forget', 'place', 'many', 'fre', 'request', 'stchoice', 'co', 'uk', 'wish', 'information', 'cal']"
LOL ... No just was busy,0,24,0,"['lol', 'busy']"
What * u wearing?,0,17,0,"['u', 'wearing']"
Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,0,152,0,"['mesage', 'text', 'mising', 'sender', 'name', 'mising', 'number', 'mising', 'sent', 'date', 'mising', 'mising', 'u', 'lot', 'thats', 'everything', 'mising', 'send', 'via', 'fulonsms', 'com']"
Oh:)as usual vijay film or its different?,0,41,0,"['oh', 'usual', 'vijay', 'film', 'diferent']"
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,1,158,1,"['know', 'u', 'u', 'know', 'send', 'chat', 'let', 'find', 'p', 'msg', 'rcvd', 'hg', 'suite', 'land', 'row', 'w', 'j', 'hl', 'ldn', 'year']"
Have you had a good day? Mine was really busy are you up to much tomorrow night?,0,80,0,"['god', 'day', 'mine', 'realy', 'busy', 'much', 'tomorow', 'night']"
And is there a way you can send shade's stuff to her. And she has been wonderful too.,0,85,0,"['way', 'send', 'shade', 'stuf', 'ben', 'wonderful']"
Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,0,115,0,"['realy', 'tot', 'ur', 'paper', 'end', 'long', 'ago', 'wat', 'u', 'copy', 'jus', 'get', 'use', 'u', 'hapy', 'lar', 'stil', 'haf', 'study']"
"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",1,115,1,"['thank', 'winer', 'notify', 'sms', 'god', 'luck', 'future', 'marketing', 'reply', 'stop', 'customer', 'service']"
Babe ? I lost you ... :-(,0,25,0,"['babe', 'lose']"
Ok... Help me ask if she's working tmr a not?,0,45,0,"['ok', 'help', 'ask', 'work', 'tmr']"
I'm not driving... Raining! Then i'll get caught at e mrt station lor.,0,70,0,"['drive', 'rain', 'l', 'get', 'catch', 'e', 'mrt', 'station', 'lor']"
Not a drop in the tank,0,22,0,"['drop', 'tank']"
(That said can you text him one more time?),0,43,0,"['say', 'text', 'one', 'time']"
"Sorry, I'll call later",0,22,0,"['sory', 'l', 'cal', 'later']"
Ok i go change also...,0,22,0,"['ok', 'go', 'change', 'also']"
1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(еЈ1.50p. m),1,140,1,"['girl', 'many', 'local', 'u', 'r', 'virgin', 'r', 'ready', 'fil', 'ur', 'every', 'sexual', 'ned', 'u', 'fil', 'text', 'cute', 'p']"
Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,0,72,0,"['u', 'find', 'siter', 'kaitlyn', 'sick', 'slept', 'al', 'day', 'yesterday']"
"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",0,91,0,"['sory', 'man', 'acidentaly', 'leave', 'phone', 'silent', 'last', 'night', 'check', 'til', 'get']"
Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,0,70,0,"['hey', 'something', 'come', 'last', 'min', 'think', 'wun', 'sign', 'tmr']"
He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,0,140,0,"['adult', 'would', 'learn', 'experience', 'real', 'danger', 'dont', 'like', 'pep', 'use', 'drug', 'dont', 'ned', 'coment']"
Hey! There's veggie pizza... :/,0,31,0,"['hey', 'vegie', 'piza']"
Yun buying... But school got offer 2000 plus only...,0,52,0,"['yun', 'buy', 'schol', 'get', 'ofer', 'plus']"
You sure your neighbors didnt pick it up,0,40,0,"['sure', 'neighbor', 'didnt', 'pick']"
K. I will sent it again,0,23,0,"['k', 'wil', 'sent']"
Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,1,155,1,"['fre', 'entry', 'wkly', 'comp', 'win', 'fa', 'cup', 'final', 'tkts', 'st', 'may', 'text', 'fa', 'receive', 'entry', 'question', 'std', 'txt', 'rate', 'c', 'aply']"
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",0,145,0,"['new', 'theory', 'argument', 'win', 'situation', 'lose', 'person', 'dont', 'argue', 'ur', 'friend', 'kick', 'amp', 'say', 'always', 'corect']"
Well. Im computerless. Time to make some oreo truffles,0,54,0,"['wel', 'im', 'computerles', 'time', 'make', 'oreo', 'trufles']"
"Haha yeah I see that now, be there in a sec",0,43,0,"['haha', 'yeah', 'se', 'sec']"
I am not having her number sir,0,30,0,"['number', 'sir']"
Lol now I'm after that hot air balloon!,0,39,0,"['lol', 'hot', 'air', 'balon']"
Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,0,71,0,"['ok', 'bus', 'come', 'son', 'wil', 'come', 'otherwise', 'tomorow']"
Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,0,146,0,"['msg', 'r', 'time', 'pa', 'silently', 'say', 'think', 'u', 'right', 'also', 'make', 'u', 'think', 'least', 'moment', 'gd', 'nt', 'swt', 'drms', 'shesil']"
"Yeah, we can probably swing by once my roommate finishes up with his girl",0,73,0,"['yeah', 'probably', 'swing', 'romate', 'finish', 'girl']"
"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",1,159,1,"['get', 'take', 'take', 'part', 'wrc', 'raly', 'oz', 'u', 'lucozade', 'energy', 'text', 'raly', 'le', 'p', 'se', 'pack', 'lucozade', 'co', 'uk', 'wrc', 'itcould', 'u']"
Happy new years melody!,0,23,0,"['hapy', 'new', 'year', 'melody']"
МП dun need to pick ur gf?,0,26,0,"['dun', 'ned', 'pick', 'ur', 'gf']"
Yay! You better not have told that to 5 other girls either.,0,59,0,"['yay', 'beter', 'tell', 'girl', 'either']"
Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,0,150,0,"['horible', 'u', 'eat', 'mac', 'eat', 'u', 'forget', 'abt', 'already', 'rite', 'u', 'take', 'long', 'reply', 'thk', 'tot', 'b', 'b', 'prepared', 'wat', 'shal', 'eat']"
